crawled,title,href,字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9
1593743188,襄阳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xiangyang/102b348909614476x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593743188,襄阳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xiangyang/102b348909614476x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743188,襄阳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xiangyang/102b348909614476x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743188,襄阳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xiangyang/102b348909614476x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593743188,襄阳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xiangyang/102b348909614476x.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593743188,襄阳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xiangyang/102b348909614476x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593743188,昆明奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/km/f1835345f7984b37x.htm,一汽-大众奥迪,紧凑型车,1.8T/180马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1435
1593743188,昆明奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/km/f1835345f7984b37x.htm,1.8,涡轮增压,4缸,180,300,汽油,95号,直喷,国5
1593743188,昆明奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/km/f1835345f7984b37x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743188,昆明奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/km/f1835345f7984b37x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,标配,标配,标配
1593743188,昆明奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/km/f1835345f7984b37x.htm,标配,标配,-,-,选配,标配,标配/标配,标配,标配
1593743188,昆明奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/km/f1835345f7984b37x.htm,标配,选配,-,自动,标配,标配,标配,标配,选配/-
1593743215,西安奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xa/32721e15db278557x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593743215,西安奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xa/32721e15db278557x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743215,西安奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xa/32721e15db278557x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743215,西安奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xa/32721e15db278557x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593743215,西安奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xa/32721e15db278557x.htm,标配,标配,-,-,标配,标配,标配/标配,标配,选配
1593743215,西安奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xa/32721e15db278557x.htm,标配,选配,-,-,-,标配,选配,-,选配/-
1593743216,太原奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ty/caca30e3d09d4c57x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593743216,太原奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ty/caca30e3d09d4c57x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593743216,太原奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ty/caca30e3d09d4c57x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593743216,太原奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ty/caca30e3d09d4c57x.htm,标配/标配,标配/选配,标配/-,选配,标配,标配,选配,标配,标配
1593743216,太原奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ty/caca30e3d09d4c57x.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593743216,太原奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ty/caca30e3d09d4c57x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593743243,南通奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nantong/b2622ddd101c7da2x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593743243,南通奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nantong/b2622ddd101c7da2x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593743243,南通奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nantong/b2622ddd101c7da2x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593743243,南通奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nantong/b2622ddd101c7da2x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593743243,南通奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nantong/b2622ddd101c7da2x.htm,选配,选配,-,-,选配,标配,标配/标配,标配,选配
1593743243,南通奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nantong/b2622ddd101c7da2x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593743243,台州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/ba80daab078e5a22x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593743243,台州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/ba80daab078e5a22x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国6
1593743243,台州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/ba80daab078e5a22x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743243,台州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/ba80daab078e5a22x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593743243,台州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/ba80daab078e5a22x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593743243,台州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/ba80daab078e5a22x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593743271,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/e37c75170c78e3c0x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593743271,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/e37c75170c78e3c0x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743271,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/e37c75170c78e3c0x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743271,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/e37c75170c78e3c0x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593743271,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/e37c75170c78e3c0x.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593743271,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/e37c75170c78e3c0x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593743271,银川奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/98a55f02fddf4ad1x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593743271,银川奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/98a55f02fddf4ad1x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593743271,银川奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/98a55f02fddf4ad1x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593743271,银川奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/98a55f02fddf4ad1x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593743271,银川奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/98a55f02fddf4ad1x.htm,选配,选配,-,-,选配,标配,标配/标配,标配,选配
1593743271,银川奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/98a55f02fddf4ad1x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593743298,成都奥迪A3 2013款 Sportback 30 TFSI 舒适型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7b88671be2d71cb6x.htm,奥迪(进口),紧凑型车,1.4T/125马力/L4,7挡双离合,5门5座两厢车,4292/1765/1423,2578,370-1100,1460
1593743298,成都奥迪A3 2013款 Sportback 30 TFSI 舒适型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7b88671be2d71cb6x.htm,1.4,涡轮增压,4缸,125,200,汽油,95号,直喷,欧4
1593743298,成都奥迪A3 2013款 Sportback 30 TFSI 舒适型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7b88671be2d71cb6x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/45 R17,225/45 R17
1593743298,成都奥迪A3 2013款 Sportback 30 TFSI 舒适型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7b88671be2d71cb6x.htm,标配/标配,标配/-,标配/标配,标配,标配,标配,-,标配,标配
1593743298,成都奥迪A3 2013款 Sportback 30 TFSI 舒适型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7b88671be2d71cb6x.htm,标配,标配,-,-,标配,标配,标配/标配,标配,标配
1593743298,成都奥迪A3 2013款 Sportback 30 TFSI 舒适型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7b88671be2d71cb6x.htm,-,-,-,自动,-,标配,-,-,-/-
1593743299,福州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/fz/d3263a3c26797330x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593743299,福州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/fz/d3263a3c26797330x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743299,福州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/fz/d3263a3c26797330x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743299,福州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/fz/d3263a3c26797330x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593743299,福州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/fz/d3263a3c26797330x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593743299,福州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/fz/d3263a3c26797330x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593743326,潍坊奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/53047406c659f502x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593743326,潍坊奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/53047406c659f502x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743326,潍坊奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/53047406c659f502x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743326,潍坊奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/53047406c659f502x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593743326,潍坊奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/53047406c659f502x.htm,标配,标配,-,-,标配,标配,标配/标配,标配,选配
1593743326,潍坊奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/53047406c659f502x.htm,标配,选配,-,-,-,标配,选配,-,选配/-
1593743326,徐州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuzhou/50bd7f0db502c140x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593743326,徐州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuzhou/50bd7f0db502c140x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743326,徐州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuzhou/50bd7f0db502c140x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743326,徐州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuzhou/50bd7f0db502c140x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593743326,徐州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuzhou/50bd7f0db502c140x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593743326,徐州奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuzhou/50bd7f0db502c140x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593743353,柳州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liuzhou/7a56bc3981d1b44cx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593743353,柳州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liuzhou/7a56bc3981d1b44cx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593743353,柳州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liuzhou/7a56bc3981d1b44cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593743353,柳州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liuzhou/7a56bc3981d1b44cx.htm,标配/标配,标配/-,标配/标配,-,标配,标配,-,标配,标配
1593743353,柳州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liuzhou/7a56bc3981d1b44cx.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
1593743353,柳州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liuzhou/7a56bc3981d1b44cx.htm,标配,-,-,手动,-,标配,-,-,-/-
1593743354,淄博奥迪A3 2016款 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0adf270db58f181bx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593743355,淄博奥迪A3 2016款 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0adf270db58f181bx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593743355,淄博奥迪A3 2016款 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0adf270db58f181bx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743355,淄博奥迪A3 2016款 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0adf270db58f181bx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593743355,淄博奥迪A3 2016款 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0adf270db58f181bx.htm,标配,标配,-,-,选配,标配,标配/标配,标配,标配
1593743355,淄博奥迪A3 2016款 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0adf270db58f181bx.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593743381,郑州奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/ba1126f7dea71910x.htm,一汽-大众奥迪,紧凑型车,1.8T/180马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1435
1593743381,郑州奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/ba1126f7dea71910x.htm,1.8,涡轮增压,4缸,180,300,汽油,95号,直喷,国5
1593743381,郑州奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/ba1126f7dea71910x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743381,郑州奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/ba1126f7dea71910x.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593743381,郑州奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/ba1126f7dea71910x.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593743381,郑州奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/ba1126f7dea71910x.htm,标配,选配,-,自动,标配,标配,选配,标配,选配/-
1593743381,烟台奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/84a3ec5c4f821dafx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593743381,烟台奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/84a3ec5c4f821dafx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593743381,烟台奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/84a3ec5c4f821dafx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593743381,烟台奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/84a3ec5c4f821dafx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593743381,烟台奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/84a3ec5c4f821dafx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593743381,烟台奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/84a3ec5c4f821dafx.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593743409,北京二手奥迪A3 2014款 Sportback 35 TFSI 自动舒适型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/b8a09e2ed642d603x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593743409,北京二手奥迪A3 2014款 Sportback 35 TFSI 自动舒适型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/b8a09e2ed642d603x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593743409,北京二手奥迪A3 2014款 Sportback 35 TFSI 自动舒适型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/b8a09e2ed642d603x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593743409,北京二手奥迪A3 2014款 Sportback 35 TFSI 自动舒适型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/b8a09e2ed642d603x.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593743409,北京二手奥迪A3 2014款 Sportback 35 TFSI 自动舒适型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/b8a09e2ed642d603x.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593743409,北京二手奥迪A3 2014款 Sportback 35 TFSI 自动舒适型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/b8a09e2ed642d603x.htm,标配,选配,-,自动,选配,标配,选配,标配,选配/-
1593743409,合肥奥迪A3 2016款 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/hf/adac57416c900f18x.htm,一汽-大众奥迪,紧凑型车,1.8T/180马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1435
